sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor,in,out,nhIP,initialFlags,sessionFlags,attributes,application,class,type,sTime+msec,eTime+msec,dur+msec,iType,iCode,scc,dcc
192.168.1.7,224.0.1.60,0,0,2,3,96,,2015/10/22T03:37:44.278,249.458,2015/10/22T03:41:53.736,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:37:44.278,2015/10/22T03:41:53.736,249.458,,,--,--
192.168.1.3,224.0.0.252,55349,5355,17,1,57,,2015/10/22T03:42:00.292,0.000,2015/10/22T03:42:00.292,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:42:00.292,2015/10/22T03:42:00.292,0.000,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,2015/10/22T03:42:36.234,0.000,2015/10/22T03:42:36.234,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:42:36.234,2015/10/22T03:42:36.234,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,2015/10/22T03:42:36.236,0.000,2015/10/22T03:42:36.236,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:42:36.236,2015/10/22T03:42:36.236,0.000,,,--,--
192.168.1.3,224.0.0.252,62614,5355,17,1,57,,2015/10/22T03:43:00.299,0.000,2015/10/22T03:43:00.299,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:43:00.299,2015/10/22T03:43:00.299,0.000,,,--,--
192.168.1.154,224.0.0.251,5353,5353,17,1,123,,2015/10/22T03:43:45.355,0.000,2015/10/22T03:43:45.355,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:43:45.355,2015/10/22T03:43:45.355,0.000,,,--,--
192.168.1.3,224.0.0.252,52955,5355,17,1,57,,2015/10/22T03:44:00.203,0.000,2015/10/22T03:44:00.203,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:44:00.203,2015/10/22T03:44:00.203,0.000,,,--,--
192.168.1.3,224.0.0.252,52599,5355,17,1,57,,2015/10/22T03:45:00.211,0.000,2015/10/22T03:45:00.211,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:45:00.211,2015/10/22T03:45:00.211,0.000,,,--,--
192.168.1.3,224.0.0.252,58186,5355,17,2,114,,2015/10/22T03:46:00.220,0.102,2015/10/22T03:46:00.322,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:46:00.220,2015/10/22T03:46:00.322,0.102,,,--,--
192.168.1.3,224.0.0.252,53657,5355,17,2,114,,2015/10/22T03:47:00.126,0.102,2015/10/22T03:47:00.228,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:47:00.126,2015/10/22T03:47:00.228,0.102,,,--,--
192.168.1.3,224.0.0.252,56279,5355,17,2,114,,2015/10/22T03:48:00.134,0.103,2015/10/22T03:48:00.237,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:48:00.134,2015/10/22T03:48:00.237,0.103,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,48,14761,,2015/10/22T03:47:53.274,18.544,2015/10/22T03:48:11.818,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:47:53.274,2015/10/22T03:48:11.818,18.544,,,--,--
192.168.1.3,224.0.0.252,63057,5355,17,2,114,,2015/10/22T03:49:00.143,0.103,2015/10/22T03:49:00.246,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:49:00.143,2015/10/22T03:49:00.246,0.103,,,--,--
192.168.1.3,224.0.0.252,62670,5355,17,2,114,,2015/10/22T03:50:00.152,0.102,2015/10/22T03:50:00.254,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:50:00.152,2015/10/22T03:50:00.254,0.102,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,3,396,,2015/10/22T03:47:29.517,153.912,2015/10/22T03:50:03.429,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:47:29.517,2015/10/22T03:50:03.429,153.912,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,2015/10/22T03:50:53.094,0.000,2015/10/22T03:50:53.094,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:50:53.094,2015/10/22T03:50:53.094,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,2015/10/22T03:50:53.096,0.000,2015/10/22T03:50:53.096,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:50:53.096,2015/10/22T03:50:53.096,0.000,,,--,--
192.168.1.3,224.0.0.252,65444,5355,17,2,114,,2015/10/22T03:51:00.160,0.103,2015/10/22T03:51:00.263,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:51:00.160,2015/10/22T03:51:00.263,0.103,,,--,--
192.168.1.3,224.0.0.252,62912,5355,17,2,114,,2015/10/22T03:52:00.169,0.102,2015/10/22T03:52:00.271,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:52:00.169,2015/10/22T03:52:00.271,0.102,,,--,--
192.168.1.1,224.0.0.1,0,0,2,2,72,,2015/10/22T03:50:07.832,125.035,2015/10/22T03:52:12.867,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:50:07.832,2015/10/22T03:52:12.867,125.035,,,--,--
192.168.1.3,224.0.0.252,62029,5355,17,2,114,,2015/10/22T03:53:00.178,0.102,2015/10/22T03:53:00.280,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:53:00.178,2015/10/22T03:53:00.280,0.102,,,--,--
192.168.1.3,224.0.0.252,50332,5355,17,2,114,,2015/10/22T03:54:00.186,0.103,2015/10/22T03:54:00.289,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:54:00.186,2015/10/22T03:54:00.289,0.103,,,--,--
192.168.1.3,239.255.255.250,49152,3702,17,2,1606,,2015/10/22T03:54:46.479,0.204,2015/10/22T03:54:46.683,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:54:46.479,2015/10/22T03:54:46.683,0.204,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,42,11823,,2015/10/22T03:57:47.113,18.639,2015/10/22T03:58:05.752,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:57:47.113,2015/10/22T03:58:05.752,18.639,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,324,,2015/10/22T03:59:23.169,0.002,2015/10/22T03:59:23.171,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:59:23.169,2015/10/22T03:59:23.171,0.002,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,517,192954,,2015/10/22T03:37:20.012,1770.982,2015/10/22T04:06:50.994,S0,0,0,0.0.0.0,,,T,80,all,out,2015/10/22T03:37:20.012,2015/10/22T04:06:50.994,1770.982,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,25,2461,,2015/10/22T03:37:46.737,1670.000,2015/10/22T04:05:36.737,S0,0,0,0.0.0.0,,,T,0,all,out,2015/10/22T03:37:46.737,2015/10/22T04:05:36.737,1670.000,,,--,--
192.168.1.7,239.255.255.250,0,0,2,13,416,,2015/10/22T03:37:47.046,1749.156,2015/10/22T04:06:56.202,S0,0,0,0.0.0.0,,,TS,0,all,out,2015/10/22T03:37:47.046,2015/10/22T04:06:56.202,1749.156,,,--,--
192.168.1.10,224.0.0.22,0,0,2,12,480,,2015/10/22T03:37:42.743,1753.561,2015/10/22T04:06:56.304,S0,0,0,0.0.0.0,,,TS,0,all,out,2015/10/22T03:37:42.743,2015/10/22T04:06:56.304,1753.561,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,26,6145,,2015/10/22T03:47:06.783,1680.036,2015/10/22T04:15:06.819,S0,0,0,0.0.0.0,,,T,0,all,out,2015/10/22T03:47:06.783,2015/10/22T04:15:06.819,1680.036,,,--,--
192.168.1.1,224.0.0.22,0,0,2,14,560,,2015/10/22T03:48:09.453,1749.159,2015/10/22T04:17:18.612,S0,0,0,0.0.0.0,,,TS,0,all,out,2015/10/22T03:48:09.453,2015/10/22T04:17:18.612,1749.159,,,--,--
192.168.1.7,224.0.1.60,0,0,2,13,416,,2015/10/22T03:50:08.549,1630.677,2015/10/22T04:17:19.226,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:50:08.549,2015/10/22T04:17:19.226,1630.677,,,--,--
192.168.1.1,224.0.0.1,0,0,2,13,468,,2015/10/22T03:58:27.869,1749.980,2015/10/22T04:27:37.849,S0,0,0,0.0.0.0,,,TS,0,all,out,2015/10/22T03:58:27.869,2015/10/22T04:27:37.849,1749.980,,,--,--
209.102.213.14,192.168.1.11,80,51219,6,3,623,FSPA,2015/10/22T03:42:41.125,0.146,2015/10/22T03:42:41.271,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:42:41.125,2015/10/22T03:42:41.271,0.146,,,us,--
91.189.91.15,192.168.1.11,80,43923,6,1048,2663492,FSPA,2015/10/22T03:45:30.734,4.877,2015/10/22T03:45:35.611,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:30.734,2015/10/22T03:45:35.611,4.877,,,us,--
91.189.91.15,192.168.1.11,80,43924,6,44,14397,FSPA,2015/10/22T03:45:35.593,1.949,2015/10/22T03:45:37.542,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:35.593,2015/10/22T03:45:37.542,1.949,,,us,--
91.189.88.149,192.168.1.11,80,41355,6,437,1186674,FSPA,2015/10/22T03:45:30.733,6.871,2015/10/22T03:45:37.604,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:30.733,2015/10/22T03:45:37.604,6.871,,,gb,--
91.189.91.14,192.168.1.11,80,48573,6,424,1105911,FSPA,2015/10/22T03:45:39.912,2.029,2015/10/22T03:45:41.941,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:39.912,2015/10/22T03:45:41.941,2.029,,,us,--
91.189.91.23,192.168.1.11,80,52230,6,43,123276,FSPA,2015/10/22T03:45:44.310,0.120,2015/10/22T03:45:44.430,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:44.310,2015/10/22T03:45:44.430,0.120,,,us,--
91.189.91.13,192.168.1.11,80,51816,6,1247,3413117,FSPA,2015/10/22T03:45:45.455,4.228,2015/10/22T03:45:49.683,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:45.455,2015/10/22T03:45:49.683,4.228,,,us,--
91.189.91.13,192.168.1.11,80,51817,6,5752,14931203,FSPA,2015/10/22T03:45:52.072,26.562,2015/10/22T03:46:18.634,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:45:52.072,2015/10/22T03:46:18.634,26.562,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,4741,12466385,SPA,2015/10/22T03:46:21.754,1.970,2015/10/22T03:46:23.724,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:46:21.754,2015/10/22T03:46:23.724,1.970,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,1,52,FA,2015/10/22T03:46:23.724,0.000,2015/10/22T03:46:23.724,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:46:23.724,2015/10/22T03:46:23.724,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,1,52,A,2015/10/22T03:46:23.725,0.000,2015/10/22T03:46:23.725,S0,0,0,0.0.0.0,A,,,0,all,inweb,2015/10/22T03:46:23.725,2015/10/22T03:46:23.725,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33101,6,14,5526,SPA,2015/10/22T03:46:21.560,2.165,2015/10/22T03:46:23.725,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:46:21.560,2015/10/22T03:46:23.725,2.165,,,us,--
192.30.252.129,192.168.1.11,443,33101,6,1,52,FA,2015/10/22T03:46:23.725,0.000,2015/10/22T03:46:23.725,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:46:23.725,2015/10/22T03:46:23.725,0.000,,,us,--
192.241.233.42,192.168.1.11,443,53121,6,8,8849,FSPA,2015/10/22T03:46:23.932,0.479,2015/10/22T03:46:24.411,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:23.932,2015/10/22T03:46:24.411,0.479,,,us,--
91.189.91.24,192.168.1.11,80,58763,6,1157,2683698,FSPA,2015/10/22T03:46:24.319,6.147,2015/10/22T03:46:30.466,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:24.319,2015/10/22T03:46:30.466,6.147,,,us,--
91.189.92.201,192.168.1.11,80,46370,6,20,4641,FSPA,2015/10/22T03:46:24.310,6.221,2015/10/22T03:46:30.531,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:24.310,2015/10/22T03:46:30.531,6.221,,,gb,--
192.241.233.42,192.168.1.11,443,53124,6,8,7231,FSPA,2015/10/22T03:46:32.423,0.445,2015/10/22T03:46:32.868,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:32.423,2015/10/22T03:46:32.868,0.445,,,us,--
192.241.233.42,192.168.1.11,443,53125,6,7,7318,FSPA,2015/10/22T03:46:32.796,0.408,2015/10/22T03:46:33.204,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:32.796,2015/10/22T03:46:33.204,0.408,,,us,--
91.189.91.15,192.168.1.11,80,43937,6,58,13251,FSPA,2015/10/22T03:46:33.185,1.532,2015/10/22T03:46:34.717,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:33.185,2015/10/22T03:46:34.717,1.532,,,us,--
91.189.91.15,192.168.1.11,80,43939,6,26,10122,FSPA,2015/10/22T03:46:34.692,1.563,2015/10/22T03:46:36.255,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:34.692,2015/10/22T03:46:36.255,1.563,,,us,--
91.189.91.14,192.168.1.11,80,48584,6,20,4913,FSPA,2015/10/22T03:46:33.171,3.085,2015/10/22T03:46:36.256,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:33.171,2015/10/22T03:46:36.256,3.085,,,us,--
192.241.233.42,192.168.1.11,443,53128,6,30,17594,FSPA,2015/10/22T03:46:33.214,3.097,2015/10/22T03:46:36.311,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:33.214,2015/10/22T03:46:36.311,3.097,,,us,--
91.189.91.23,192.168.1.11,80,52244,6,31,75291,FSPA,2015/10/22T03:46:38.644,2.184,2015/10/22T03:46:40.828,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,2015/10/22T03:46:38.644,2015/10/22T03:46:40.828,2.184,,,us,--
192.241.233.42,192.168.1.11,443,53131,6,1447,4162635,FSPA,2015/10/22T03:46:38.653,2.237,2015/10/22T03:46:40.890,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:38.653,2015/10/22T03:46:40.890,2.237,,,us,--
54.83.1.203,192.168.1.11,443,59091,6,11,12467,FSPA,2015/10/22T03:46:42.733,0.159,2015/10/22T03:46:42.892,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:42.733,2015/10/22T03:46:42.892,0.159,,,us,--
204.246.169.97,192.168.1.11,443,50612,6,52729,147482189,FSPA,2015/10/22T03:46:43.154,20.255,2015/10/22T03:47:03.409,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,2015/10/22T03:46:43.154,2015/10/22T03:47:03.409,20.255,,,us,--
23.235.46.162,192.168.1.11,443,57930,6,14,30941,SPA,2015/10/22T03:47:03.732,0.063,2015/10/22T03:47:03.795,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.732,2015/10/22T03:47:03.795,0.063,,,us,--
23.235.46.162,192.168.1.11,443,57930,6,1,52,FA,2015/10/22T03:47:03.795,0.000,2015/10/22T03:47:03.795,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.795,2015/10/22T03:47:03.795,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33117,6,8,6036,SPA,2015/10/22T03:47:03.752,0.087,2015/10/22T03:47:03.839,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.752,2015/10/22T03:47:03.839,0.087,,,us,--
192.30.252.129,192.168.1.11,443,33117,6,1,52,FA,2015/10/22T03:47:03.839,0.000,2015/10/22T03:47:03.839,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.839,2015/10/22T03:47:03.839,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57933,6,17,40935,SPA,2015/10/22T03:47:03.766,0.086,2015/10/22T03:47:03.852,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.766,2015/10/22T03:47:03.852,0.086,,,us,--
23.235.46.162,192.168.1.11,443,57933,6,1,52,FA,2015/10/22T03:47:03.852,0.000,2015/10/22T03:47:03.852,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.852,2015/10/22T03:47:03.852,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57935,6,14,23571,SPA,2015/10/22T03:47:03.780,0.085,2015/10/22T03:47:03.865,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.780,2015/10/22T03:47:03.865,0.085,,,us,--
23.235.46.162,192.168.1.11,443,57935,6,1,52,FA,2015/10/22T03:47:03.866,0.000,2015/10/22T03:47:03.866,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.866,2015/10/22T03:47:03.866,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57934,6,28,48612,SPA,2015/10/22T03:47:03.771,0.095,2015/10/22T03:47:03.866,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.771,2015/10/22T03:47:03.866,0.095,,,us,--
23.235.46.162,192.168.1.11,443,57934,6,1,52,FA,2015/10/22T03:47:03.867,0.000,2015/10/22T03:47:03.867,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.867,2015/10/22T03:47:03.867,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57936,6,6,8020,SPA,2015/10/22T03:47:03.825,0.082,2015/10/22T03:47:03.907,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.825,2015/10/22T03:47:03.907,0.082,,,us,--
23.235.46.162,192.168.1.11,443,57936,6,1,52,FA,2015/10/22T03:47:03.907,0.000,2015/10/22T03:47:03.907,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.907,2015/10/22T03:47:03.907,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57932,6,114,276252,SPA,2015/10/22T03:47:03.756,0.163,2015/10/22T03:47:03.919,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.756,2015/10/22T03:47:03.919,0.163,,,us,--
23.235.46.162,192.168.1.11,443,57932,6,1,52,FA,2015/10/22T03:47:03.919,0.000,2015/10/22T03:47:03.919,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.919,2015/10/22T03:47:03.919,0.000,,,us,--
192.30.252.146,192.168.1.11,443,44583,6,9,7889,SPA,2015/10/22T03:47:03.857,0.094,2015/10/22T03:47:03.951,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:03.857,2015/10/22T03:47:03.951,0.094,,,us,--
192.30.252.146,192.168.1.11,443,44583,6,1,52,FA,2015/10/22T03:47:03.951,0.000,2015/10/22T03:47:03.951,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:03.951,2015/10/22T03:47:03.951,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57938,6,9,14677,SPA,2015/10/22T03:47:04.098,0.084,2015/10/22T03:47:04.182,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.098,2015/10/22T03:47:04.182,0.084,,,us,--
23.235.46.162,192.168.1.11,443,57938,6,1,52,FA,2015/10/22T03:47:04.182,0.000,2015/10/22T03:47:04.182,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.182,2015/10/22T03:47:04.182,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57941,6,13,19564,SPA,2015/10/22T03:47:04.132,0.055,2015/10/22T03:47:04.187,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.132,2015/10/22T03:47:04.187,0.055,,,us,--
23.235.46.162,192.168.1.11,443,57941,6,1,52,FA,2015/10/22T03:47:04.190,0.000,2015/10/22T03:47:04.190,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.190,2015/10/22T03:47:04.190,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57940,6,13,25292,SPA,2015/10/22T03:47:04.119,0.073,2015/10/22T03:47:04.192,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.119,2015/10/22T03:47:04.192,0.073,,,us,--
23.235.46.162,192.168.1.11,443,57940,6,1,52,FA,2015/10/22T03:47:04.192,0.000,2015/10/22T03:47:04.192,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.192,2015/10/22T03:47:04.192,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57942,6,7,11057,SPA,2015/10/22T03:47:04.135,0.059,2015/10/22T03:47:04.194,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.135,2015/10/22T03:47:04.194,0.059,,,us,--
23.235.46.162,192.168.1.11,443,57942,6,1,52,FA,2015/10/22T03:47:04.194,0.000,2015/10/22T03:47:04.194,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.194,2015/10/22T03:47:04.194,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57939,6,14,25588,SPA,2015/10/22T03:47:04.106,0.091,2015/10/22T03:47:04.197,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.106,2015/10/22T03:47:04.197,0.091,,,us,--
23.235.46.162,192.168.1.11,443,57939,6,1,52,FA,2015/10/22T03:47:04.198,0.000,2015/10/22T03:47:04.198,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.198,2015/10/22T03:47:04.198,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57944,6,7,6035,SPA,2015/10/22T03:47:04.261,0.060,2015/10/22T03:47:04.321,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.261,2015/10/22T03:47:04.321,0.060,,,us,--
23.235.46.162,192.168.1.11,443,57944,6,1,52,FA,2015/10/22T03:47:04.321,0.000,2015/10/22T03:47:04.321,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.321,2015/10/22T03:47:04.321,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57945,6,5,6024,SPA,2015/10/22T03:47:04.272,0.059,2015/10/22T03:47:04.331,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.272,2015/10/22T03:47:04.331,0.059,,,us,--
23.235.46.162,192.168.1.11,443,57945,6,1,52,FA,2015/10/22T03:47:04.331,0.000,2015/10/22T03:47:04.331,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.331,2015/10/22T03:47:04.331,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57946,6,8,6001,SPA,2015/10/22T03:47:04.279,0.054,2015/10/22T03:47:04.333,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,2015/10/22T03:47:04.279,2015/10/22T03:47:04.333,0.054,,,us,--
23.235.46.162,192.168.1.11,443,57946,6,1,52,FA,2015/10/22T03:47:04.333,0.000,2015/10/22T03:47:04.333,S0,0,0,0.0.0.0,FA,,,0,all,inweb,2015/10/22T03:47:04.333,2015/10/22T03:47:04.333,0.000,,,us,--
